"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"DYNLL13",7.19817200544975e-11,0.337364415560202,0.556,0.393,2.15945160163492e-07,"X20_NK2","DYNLL1"
"CYTL11",7.26435634959069e-11,3.92261742761234,0.307,0.017,2.17930690487721e-07,"X20_NK2","CYTL1"
"SV2A",7.39493106413626e-11,9.23806958695555,0.307,0.069,2.21847931924088e-07,"X20_NK2","SV2A"
"RP11-535A5.11",7.39772009481125e-11,1.20615370908659,0.311,0.078,2.21931602844338e-07,"X20_NK2","RP11-535A5.1"
"CCND31",1.07719354010437e-10,0.266530360919372,0.584,0.392,3.23158062031311e-07,"X20_NK2","CCND3"
"CDK2AP21",3.39234935628046e-10,0.508269647361113,0.482,0.243,1.01770480688414e-06,"X20_NK2","CDK2AP2"
"RP11-431M7.3",3.99384417231601e-10,3.59118087273452,0.272,0.012,1.1981532516948e-06,"X20_NK2","RP11-431M7.3"
"TCEB21",4.1874633745242e-10,0.256538134358198,0.588,0.439,1.25623901235726e-06,"X20_NK2","TCEB2"
"ZNF923",1.37681517428332e-09,0.332356646226298,0.428,0.165,4.13044552284996e-06,"X20_NK2","ZNF92"
"CFL12",1.63493560036423e-09,0.357152486859709,0.603,0.422,4.90480680109269e-06,"X20_NK2","CFL1"
"CD441",2.46738390047807e-09,0.378121624434279,0.545,0.396,7.40215170143422e-06,"X20_NK2","CD44"
"CLNK1",3.47150573753417e-09,2.69553586002327,0.307,0.045,1.04145172126025e-05,"X20_NK2","CLNK"
"TLCD21",4.54877100731652e-09,0.725469004898198,0.342,0.08,1.36463130219496e-05,"X20_NK2","TLCD2"
"CLEC2B3",8.2540770585348e-09,0.729097630799782,0.572,0.347,2.47622311756044e-05,"X20_NK2","CLEC2B"
"ATP9A2",1.24715697903287e-08,2.77392386538508,0.362,0.043,3.74147093709862e-05,"X20_NK2","ATP9A"
"TSEN542",1.36905018738944e-08,1.15436334462137,0.288,0.147,4.10715056216831e-05,"X20_NK2","TSEN54"
"KLRC31",1.42714869846278e-08,3.52194078839758,0.296,0.031,4.28144609538835e-05,"X20_NK2","KLRC3"
"HOXA91",2.47533769847341e-08,3.46436985720013,0.191,0.042,7.42601309542023e-05,"X20_NK2","HOXA9"
"GCHFR1",3.37592435886444e-08,1.20888182321278,0.276,0.168,0.000101277730765933,"X20_NK2","GCHFR"
"RP11-629G13.1",4.59967674295743e-08,3.99788828890879,0.276,0.001,0.000137990302288723,"X20_NK2","RP11-629G13.1"
"B3GNT71",5.06012872955546e-08,0.52926011105296,0.331,0.037,0.000151803861886664,"X20_NK2","B3GNT7"
"RP11-222K16.21",7.10450672993212e-08,0.609453336981154,0.195,0.077,0.000213135201897964,"X20_NK2","RP11-222K16.2"
"ZMYND101",8.93371308447642e-08,0.644020233770059,0.226,0.071,0.000268011392534293,"X20_NK2","ZMYND10"
"DPF31",9.15543760903746e-08,4.26220843674033,0.319,0.048,0.000274663128271124,"X20_NK2","DPF3"
"BOK1",3.44275242730582e-07,2.73603565938213,0.358,0.032,0.00103282572819175,"X20_NK2","BOK"
"LATS2-AS11",7.34965643628921e-07,3.69517027037315,0.327,0.038,0.00220489693088676,"X20_NK2","LATS2-AS1"
"TPD52L1",1.01113002836951e-06,3.41048371051838,0.202,0.024,0.00303339008510853,"X20_NK2","TPD52L1"
"BMP8B",1.23478974950183e-06,7.264044392781,0.292,0.065,0.0037043692485055,"X20_NK2","BMP8B"
"IL1R11",1.89783154923423e-06,4.21465659924047,0.183,0.04,0.0056934946477027,"X20_NK2","IL1R1"
"KCNK17",1.91005215907429e-06,3.29279182198424,0.237,0.01,0.00573015647722288,"X20_NK2","KCNK17"
"TLN12",2.63555858141541e-06,0.908054641967988,0.529,0.382,0.00790667574424622,"X20_NK2","TLN1"
"SMIM241",4.99809548021595e-06,2.25891696984951,0.21,0.133,0.0149942864406479,"X20_NK2","SMIM24"
"IGSF102",6.81550699140416e-06,3.4091764297038,0.214,0.022,0.0204465209742125,"X20_NK2","IGSF10"
"SKAP13",2.63050175146476e-05,1.70949748472755,0.436,0.343,0.0789150525439427,"X20_NK2","SKAP1"
"OAZ3",2.73189671749397e-05,1.69032304548868,0.307,0.031,0.0819569015248192,"X20_NK2","OAZ3"
"SPTLC31",2.91169482267578e-05,1.84053025096523,0.237,0.027,0.0873508446802735,"X20_NK2","SPTLC3"
"APOBEC3C1",2.97021799324768e-05,1.37308024055297,0.327,0.219,0.0891065397974304,"X20_NK2","APOBEC3C"
"OBSL11",2.98276107843238e-05,3.48827062518339,0.265,0.007,0.0894828323529714,"X20_NK2","OBSL1"
"AREG",5.32479289796771e-05,2.98627518181283,0.163,0.063,0.159743786939031,"X20_NK2","AREG"
"FLJ450791",5.44364189509766e-05,3.52848420494647,0.222,0.013,0.16330925685293,"X20_NK2","FLJ45079"
"KRT861",6.53357885746948e-05,2.55185483739632,0.152,0.018,0.196007365724084,"X20_NK2","KRT86"
"CTD-3088G3.8",8.52500302946467e-05,1.62552229303191,0.315,0.027,0.25575009088394,"X20_NK2","CTD-3088G3.8"
"RPS6KA5",9.22523018358466e-05,0.328867003110024,0.354,0.193,0.27675690550754,"X20_NK2","RPS6KA5"
"ZNF6672",0.000106599357798141,3.19903608328091,0.253,0.057,0.319798073394422,"X20_NK2","ZNF667"
"PDZK11",0.000121212559816386,3.43666181103418,0.117,0.026,0.363637679449159,"X20_NK2","PDZK1"
"FHL1",0.000126790756031423,2.5914038634085,0.249,0.106,0.38037226809427,"X20_NK2","FHL1"
"RIMKLA",0.000130408316603721,3.11625404066787,0.105,0.023,0.391224949811162,"X20_NK2","RIMKLA"
"RSPH14",0.000197291807296622,3.30519011327492,0.191,0.007,0.591875421889867,"X20_NK2","RSPH14"
"AKAP91",0.000267964480003227,0.372672992366334,0.459,0.369,0.803893440009681,"X20_NK2","AKAP9"
"FUT111",0.000346785673427398,0.373759417516258,0.187,0.133,1,"X20_NK2","FUT11"
"CTB-58E17.31",0.00035027654642713,2.61191044586782,0.241,0.025,1,"X20_NK2","CTB-58E17.3"
"PLCXD22",0.000351887606881056,0.910624897397902,0.319,0.065,1,"X20_NK2","PLCXD2"
"LL22NC03-2H8.52",0.000418592943408174,1.06475834031221,0.265,0.172,1,"X20_NK2","LL22NC03-2H8.5"
"RGS171",0.000534795908286784,4.89680729241844,0.128,0.077,1,"X20_NK2","RGS17"
"RP4-761J14.10",0.00068043675499913,4.94761982388929,0.292,0.037,1,"X20_NK2","RP4-761J14.10"
"HHIP-AS1",0.000709415167238569,0.614564668156,0.21,0.008,1,"X20_NK2","HHIP-AS1"
"TNS4",0.000762709416299275,3.14782059922481,0.144,0.009,1,"X20_NK2","TNS4"
"AK8",0.000837341934428401,3.34437484961121,0.117,0.005,1,"X20_NK2","AK8"
"RP1-45N11.1",0.00114499854798156,2.75712519756531,0.191,0.013,1,"X20_NK2","RP1-45N11.1"
"LINC012512",0.00126912343377838,2.34904404279622,0.296,0.019,1,"X20_NK2","LINC01251"
"RP11-401F2.31",0.00167082069648226,4.15459398056918,0.167,0.086,1,"X20_NK2","RP11-401F2.3"
"RP11-549B18.11",0.00169722575531079,0.341634704639453,0.265,0.038,1,"X20_NK2","RP11-549B18.1"
"ANKRD261",0.00192903648162005,1.30513665202731,0.218,0.167,1,"X20_NK2","ANKRD26"
"CRYBA4",0.00195595990404581,2.71759821518211,0.28,0.011,1,"X20_NK2","CRYBA4"
"RP11-61A14.11",0.00256509707340423,2.08175887290923,0.167,0.021,1,"X20_NK2","RP11-61A14.1"
"EBF41",0.00260730745678235,1.36344148382324,0.152,0.064,1,"X20_NK2","EBF4"
"LRRC491",0.00415067976021724,1.7139996976363,0.304,0.031,1,"X20_NK2","LRRC49"
"RP11-559M23.1",0.00417396290798087,2.08609662466529,0.226,0.048,1,"X20_NK2","RP11-559M23.1"
"PRTFDC1",0.00461112787058127,7.27524315032486,0.195,0.042,1,"X20_NK2","PRTFDC1"
"CLSPN1",0.0063091663626527,2.81062253070984,0.241,0.056,1,"X20_NK2","CLSPN"
"RTN4RL21",0.00654626272859132,1.45492154535467,0.226,0.017,1,"X20_NK2","RTN4RL2"
"DPEP3",0.00751503829834048,2.44331384449695,0.23,0.019,1,"X20_NK2","DPEP3"
"IL7R",0,5.05383425890027,0.9,0.344,0,"X0_CD4_1","IL7R"
"LTB1",0,4.23895816368839,0.824,0.389,0,"X0_CD4_1","LTB"
"TPT13",0,0.775686129707374,0.871,0.46,0,"X0_CD4_1","TPT1"
"RPS183",0,0.692111911280586,0.849,0.496,0,"X0_CD4_1","RPS18"
"RPL104",0,0.688151437254791,0.81,0.489,0,"X0_CD4_1","RPL10"
"EEF1A14",0,0.645758157317408,0.828,0.491,0,"X0_CD4_1","EEF1A1"
"RPL13A2",4.29343046236043e-321,0.565602141920122,0.792,0.497,1.28802913870813e-317,"X0_CD4_1","RPL13A"
"PLP2",3.59643896797323e-315,1.39695257245521,0.653,0.306,1.07893169039197e-311,"X0_CD4_1","PLP2"
"RPL134",7.55693137806956e-313,0.525870308062819,0.832,0.507,2.26707941342087e-309,"X0_CD4_1","RPL13"
"RPS4X4",5.14609847926044e-277,0.496549306281779,0.797,0.483,1.54382954377813e-273,"X0_CD4_1","RPS4X"
"RPS293",7.40268198663149e-277,0.482660501428353,0.792,0.494,2.22080459598945e-273,"X0_CD4_1","RPS29"
"LDHB5",1.39087936406542e-253,0.419358766508529,0.759,0.41,4.17263809219625e-250,"X0_CD4_1","LDHB"
"TNFRSF42",4.32882089623837e-252,1.22926380041404,0.323,0.054,1.29864626887151e-248,"X0_CD4_1","TNFRSF4"
"RPS34",1.47605538346451e-237,0.395709742467344,0.793,0.504,4.42816615039352e-234,"X0_CD4_1","RPS3"
"RPS124",3.8338773453827e-228,0.277260767068522,0.814,0.481,1.15016320361481e-224,"X0_CD4_1","RPS12"
"RPS191",2.77312553121227e-227,1.00288905355086,0.718,0.486,8.3193765936368e-224,"X0_CD4_1","RPS19"
"RPL37",3.66829369306232e-223,0.401405169693916,0.776,0.511,1.1004881079187e-219,"X0_CD4_1","RPL3"
"RPL344",1.80787860513735e-208,0.332374146083276,0.778,0.479,5.42363581541205e-205,"X0_CD4_1","RPL34"
"NEFL",1.36280356083127e-206,3.36267926226909,0.341,0.047,4.08841068249382e-203,"X0_CD4_1","NEFL"
"RPLP12",3.98083771264568e-205,0.625091258002664,0.681,0.446,1.19425131379371e-201,"X0_CD4_1","RPLP1"
"INPP4B2",3.98085197151749e-198,0.94133379169907,0.552,0.193,1.19425559145525e-194,"X0_CD4_1","INPP4B"
"MT-ND62",4.18176316345635e-190,2.02368438129775,0.716,0.383,1.2545289490369e-186,"X0_CD4_1","MT-ND6"
"RPS254",1.619285463773e-185,0.268012684822833,0.765,0.483,4.85785639131899e-182,"X0_CD4_1","RPS25"
"CRIP21",1.26917157100377e-182,2.32612292606417,0.332,0.091,3.80751471301132e-179,"X0_CD4_1","CRIP2"
"CD40LG2",1.88757027126695e-178,1.42776620536502,0.458,0.153,5.66271081380086e-175,"X0_CD4_1","CD40LG"
"USP102",3.38968402898842e-162,1.92570167320974,0.43,0.18,1.01690520869653e-158,"X0_CD4_1","USP10"
"LPAR61",8.44813873575866e-160,2.61553039205849,0.417,0.193,2.5344416207276e-156,"X0_CD4_1","LPAR6"
"GATA3",4.5892288278945e-156,4.33476248888792,0.42,0.168,1.37676864836835e-152,"X0_CD4_1","GATA3"
"TTC39C-AS1",4.22466593275147e-151,9.58368891677854,0.229,0.024,1.26739977982544e-147,"X0_CD4_1","TTC39C-AS1"
"TRAT12",3.14753012861955e-146,0.340997828358766,0.525,0.25,9.44259038585866e-143,"X0_CD4_1","TRAT1"
"MAF1",8.88763230197316e-133,1.28371009564936,0.379,0.125,2.66628969059195e-129,"X0_CD4_1","MAF"
"RP11-356J5.12",1.33148842777287e-131,3.85254004527699,0.33,0.085,3.99446528331861e-128,"X0_CD4_1","RP11-356J5.12"
"CCND24",2.01203492251334e-127,1.26067240170779,0.511,0.218,6.03610476754003e-124,"X0_CD4_1","CCND2"
"TAGAP3",3.28723575183569e-126,1.1266221882983,0.556,0.328,9.86170725550707e-123,"X0_CD4_1","TAGAP"
"PTGER2",1.46585467745491e-119,7.39778026305177,0.389,0.17,4.39756403236472e-116,"X0_CD4_1","PTGER2"
"BCL21",1.42075132650743e-95,0.474816700100007,0.518,0.252,4.26225397952228e-92,"X0_CD4_1","BCL2"
"CCR6",5.52229007085317e-86,5.16404717275918,0.288,0.077,1.65668702125595e-82,"X0_CD4_1","CCR6"
"CCR101",5.16589505304575e-83,2.32397288672337,0.206,0.043,1.54976851591372e-79,"X0_CD4_1","CCR10"
"CORO1B1",1.19030861899001e-82,2.07376597975472,0.427,0.235,3.57092585697004e-79,"X0_CD4_1","CORO1B"
"SOCS2",2.59094137340295e-73,0.586672086197499,0.238,0.094,7.77282412020884e-70,"X0_CD4_1","SOCS2"
"RGCC1",6.69227278072736e-67,2.28223363831895,0.425,0.244,2.00768183421821e-63,"X0_CD4_1","RGCC"
"ADAM231",1.09993137502948e-62,2.73543583909461,0.259,0.039,3.29979412508845e-59,"X0_CD4_1","ADAM23"
"EPHA42",1.71748172009649e-60,1.75413019545752,0.342,0.111,5.15244516028948e-57,"X0_CD4_1","EPHA4"
"PIM13",3.04552815052878e-57,0.833812376374285,0.448,0.272,9.13658445158634e-54,"X0_CD4_1","PIM1"
"RORC1",1.73304282361485e-55,2.14055255815673,0.254,0.033,5.19912847084455e-52,"X0_CD4_1","RORC"
"TESPA14",9.72960304407133e-53,1.2513081859488,0.371,0.217,2.9188809132214e-49,"X0_CD4_1","TESPA1"
"CRIP1",2.20397040846797e-52,1.93793828268189,0.309,0.169,6.6119112254039e-49,"X0_CD4_1","CRIP1"
"AIRE1",2.38315459041027e-52,4.37264767352747,0.201,0.033,7.1494637712308e-49,"X0_CD4_1","AIRE"
"CCR41",1.78292640718076e-48,0.613704634017136,0.312,0.06,5.34877922154228e-45,"X0_CD4_1","CCR4"
"TSC22D3",6.75742475278043e-46,5.41134381275863,0.487,0.391,2.02722742583413e-42,"X0_CD4_1","TSC22D3"
"SH3BP52",1.33796825105397e-45,1.00010626260264,0.422,0.277,4.0139047531619e-42,"X0_CD4_1","SH3BP5"
"RP11-138A9.2",5.93283960325131e-45,0.995229513225842,0.345,0.181,1.77985188097539e-41,"X0_CD4_1","RP11-138A9.2"
"ZNF462",1.38280050773398e-44,3.72332663579694,0.186,0.019,4.14840152320193e-41,"X0_CD4_1","ZNF462"
"MCOLN3",8.81708760668455e-42,1.99761487761811,0.22,0.053,2.64512628200537e-38,"X0_CD4_1","MCOLN3"
"ANK31",1.0054505279838e-41,3.18408708574136,0.294,0.148,3.01635158395141e-38,"X0_CD4_1","ANK3"
"FHL11",1.96607268898051e-41,1.14846679124214,0.256,0.093,5.89821806694152e-38,"X0_CD4_1","FHL1"
"KRT1",1.06130062002891e-40,2.55432911201038,0.134,0.024,3.18390186008674e-37,"X0_CD4_1","KRT1"
"CDK61",7.6317858103831e-29,0.513050752879958,0.279,0.143,2.28953574311493e-25,"X0_CD4_1","CDK6"
"CHN11",1.02789185016365e-27,0.495368975779183,0.235,0.053,3.08367555049095e-24,"X0_CD4_1","CHN1"
"CDO1",3.73570313817347e-24,3.36138013781628,0.116,0.01,1.12071094145204e-20,"X0_CD4_1","CDO1"
"LINC00511",1.30239022162069e-23,1.66634726002946,0.147,0.025,3.90717066486208e-20,"X0_CD4_1","LINC00511"
"EDA1",3.17047957742181e-23,3.66624692290716,0.229,0.09,9.51143873226543e-20,"X0_CD4_1","EDA"
"PAK3",4.50104399241883e-22,2.74761316109116,0.213,0.046,1.35031319772565e-18,"X0_CD4_1","PAK3"
"CD962",6.89577626845855e-21,0.441443805293953,0.346,0.24,2.06873288053756e-17,"X0_CD4_1","CD96"
"ADAM121",3.25945941662193e-20,1.12837660026821,0.201,0.039,9.7783782498658e-17,"X0_CD4_1","ADAM12"
"CAMK2N12",2.32850997429154e-18,1.23176753854056,0.298,0.115,6.98552992287463e-15,"X0_CD4_1","CAMK2N1"
"CCL202",1.73784668939609e-15,1.75156309922625,0.147,0.028,5.21354006818828e-12,"X0_CD4_1","CCL20"
"RP11-1152H14.11",4.40918914775296e-15,0.257768722017779,0.192,0.031,1.32275674432589e-11,"X0_CD4_1","RP11-1152H14.1"
"TLCD22",6.22764235001713e-15,0.943458011432195,0.202,0.07,1.86829270500514e-11,"X0_CD4_1","TLCD2"
"MATN21",6.69718880420033e-15,1.79555907386709,0.109,0.019,2.0091566412601e-11,"X0_CD4_1","MATN2"
"RTKN21",1.55536381451724e-14,0.558293012563954,0.193,0.062,4.66609144355173e-11,"X0_CD4_1","RTKN2"
"IGFBP31",1.29554975306843e-13,0.967158955144932,0.184,0.066,3.8866492592053e-10,"X0_CD4_1","IGFBP3"
"TSPAN21",6.84844873231838e-13,3.39137301479671,0.173,0.113,2.05453461969551e-09,"X0_CD4_1","TSPAN2"
"TMEM23",2.80865998301679e-11,1.77822727627077,0.16,0.203,8.42597994905036e-08,"X0_CD4_1","TMEM2"
"AC092580.41",1.12529964243113e-10,1.15837797055183,0.112,0.148,3.37589892729338e-07,"X0_CD4_1","AC092580.4"
"NRIP3",1.48464996119539e-10,2.29950725944078,0.108,0.022,4.45394988358617e-07,"X0_CD4_1","NRIP3"
"RP5-1009E24.81",1.70285496049187e-10,0.91684570362634,0.199,0.074,5.10856488147561e-07,"X0_CD4_1","RP5-1009E24.8"
"TRAV171",3.95093425210169e-10,2.52765931969927,0.212,0.088,1.18528027563051e-06,"X0_CD4_1","TRAV17"
"IFI271",2.17752306281381e-09,2.03629263687018,0.143,0.057,6.53256918844144e-06,"X0_CD4_1","IFI27"
"CAMTA11",2.32487959979003e-09,1.04196898809105,0.249,0.174,6.97463879937011e-06,"X0_CD4_1","CAMTA1"
"CPNE71",4.02136083086054e-09,1.18974947636057,0.145,0.038,1.20640824925816e-05,"X0_CD4_1","CPNE7"
"ZNF2081",8.99240674917724e-09,1.70623969870047,0.219,0.112,2.69772202475317e-05,"X0_CD4_1","ZNF208"
"CRAT37",8.81469026772796e-08,2.78889794766794,0.157,0.049,0.000264440708031839,"X0_CD4_1","CRAT37"
"RASSF6",2.83023206722082e-07,0.842859684941359,0.13,0.026,0.000849069620166245,"X0_CD4_1","RASSF6"
"AC005498.3",4.49221446930957e-07,0.425118996007388,0.142,0.037,0.00134766434079287,"X0_CD4_1","AC005498.3"
"RP11-575L7.81",8.1831358980532e-07,1.60900080879987,0.09,0.14,0.00245494076941596,"X0_CD4_1","RP11-575L7.8"
"RP13-401N8.1",1.91297296095211e-06,1.63396563517098,0.113,0.021,0.00573891888285633,"X0_CD4_1","RP13-401N8.1"
"CEP112",2.15391114672182e-06,3.86131681024162,0.149,0.043,0.00646173344016545,"X0_CD4_1","CEP112"
"CHGB1",1.58980930079222e-05,1.35709618873522,0.109,0.033,0.0476942790237665,"X0_CD4_1","CHGB"
"RP11-435I10.41",1.86627924963893e-05,1.14874861385136,0.114,0.027,0.0559883774891679,"X0_CD4_1","RP11-435I10.4"
"CTSA2",2.99244656871299e-05,0.511615331121372,0.239,0.207,0.0897733970613896,"X0_CD4_1","CTSA"
"TRAV38-2DV8",3.27976508158233e-05,0.541312970773355,0.114,0.032,0.09839295244747,"X0_CD4_1","TRAV38-2DV8"
"IL6ST2",3.38296864359538e-05,1.95450601085461,0.275,0.27,0.101489059307861,"X0_CD4_1","IL6ST"
"KIF21A1",4.09969580444657e-05,4.5649173167256,0.198,0.129,0.122990874133397,"X0_CD4_1","KIF21A"
"RP11-385F5.5",0.000168874839799752,2.30996551492027,0.158,0.055,0.506624519399257,"X0_CD4_1","RP11-385F5.5"
"PHLDA31",0.000175719499242942,0.481152525785397,0.102,0.039,0.527158497728826,"X0_CD4_1","PHLDA3"
"RP11-74E22.8",0.000613964475119945,0.688621773316559,0.115,0.023,1,"X0_CD4_1","RP11-74E22.8"
"ZNF763",0.000630446808069475,1.28783500130143,0.045,0.129,1,"X0_CD4_1","ZNF763"
"TRAV6",0.000875309970488415,0.524797322075752,0.16,0.079,1,"X0_CD4_1","TRAV6"
"TRAV202",0.00101132998774721,0.435995538794121,0.163,0.051,1,"X0_CD4_1","TRAV20"
"bP-21264C1.21",0.00463456698451293,0.835439817648446,0.057,0.103,1,"X0_CD4_1","bP-21264C1.2"
"CFLAR-AS12",0.00509813451103012,1.08081260512031,0.14,0.109,1,"X0_CD4_1","CFLAR-AS1"
"RBP7",0,14.6468771401723,0.719,0.035,0,"X1_CD14Mono","RBP7"
"TMEM170B",0,13.4060611741312,0.614,0.044,0,"X1_CD14Mono","TMEM170B"
"PLBD1",0,13.0596790684769,0.835,0.052,0,"X1_CD14Mono","PLBD1"
"IRS2",0,12.9629298398281,0.548,0.098,0,"X1_CD14Mono","IRS2"
"BACH1",0,12.6197665484831,0.732,0.111,0,"X1_CD14Mono","BACH1"
"GLUL",0,12.508860372398,0.638,0.124,0,"X1_CD14Mono","GLUL"
"MARC1",0,12.3629738914159,0.443,0.014,0,"X1_CD14Mono","MARC1"
"CSF3R",0,11.9304848943705,0.937,0.053,0,"X1_CD14Mono","CSF3R"
"FAM198B",0,11.7158674209355,0.637,0.04,0,"X1_CD14Mono","FAM198B"
"DYSF",0,11.6009765670042,0.446,0.028,0,"X1_CD14Mono","DYSF"
"FOSL2",0,11.4481780978681,0.473,0.076,0,"X1_CD14Mono","FOSL2"
"MEGF9",0,10.6858758378051,0.825,0.076,0,"X1_CD14Mono","MEGF9"
"CREG1",0,10.4674440178309,0.636,0.07,0,"X1_CD14Mono","CREG1"
"CRISPLD2",0,10.4532327581751,0.507,0.02,0,"X1_CD14Mono","CRISPLD2"
"LRRK2",0,10.2502483823385,0.833,0.072,0,"X1_CD14Mono","LRRK2"
"C9orf72",0,10.2305005059369,0.624,0.095,0,"X1_CD14Mono","C9orf72"
"CD93",0,10.221264709317,0.821,0.051,0,"X1_CD14Mono","CD93"
"NAIP",0,10.1861891554837,0.812,0.088,0,"X1_CD14Mono","NAIP"
"CREB5",0,9.83178671789233,0.609,0.035,0,"X1_CD14Mono","CREB5"
"OSCAR",0,9.78331141124914,0.755,0.057,0,"X1_CD14Mono","OSCAR"
"CLEC4D",0,9.53017058874302,0.425,0.014,0,"X1_CD14Mono","CLEC4D"
"SLC11A1",0,9.43778321670889,0.854,0.067,0,"X1_CD14Mono","SLC11A1"
"PTAFR",0,9.36231595188,0.762,0.047,0,"X1_CD14Mono","PTAFR"
"SERPINB2",0,9.31403215226597,0.267,0.005,0,"X1_CD14Mono","SERPINB2"
"PADI2",0,8.74017992705895,0.419,0.013,0,"X1_CD14Mono","PADI2"
"RNASE2",0,8.66618783337246,0.4,0.019,0,"X1_CD14Mono","RNASE2"
"QPCT",0,8.64580120469239,0.517,0.018,0,"X1_CD14Mono","QPCT"
"VNN2",0,8.38153495722806,0.589,0.081,0,"X1_CD14Mono","VNN2"
"LIN7A",0,8.37012968760369,0.427,0.025,0,"X1_CD14Mono","LIN7A"
"SULT1A1",0,8.34364301267045,0.682,0.087,0,"X1_CD14Mono","SULT1A1"
"KLF10",0,8.22004804454235,0.46,0.077,0,"X1_CD14Mono","KLF10"
"NFAM1",0,8.20559935600868,0.654,0.044,0,"X1_CD14Mono","NFAM1"
"ZFP36L1",0,8.05290867278419,0.767,0.338,0,"X1_CD14Mono","ZFP36L1"
"WLS",0,7.95291376065109,0.41,0.018,0,"X1_CD14Mono","WLS"
"GAS7",0,7.91919689305746,0.703,0.075,0,"X1_CD14Mono","GAS7"
"SLC24A4",0,7.91862424158283,0.663,0.052,0,"X1_CD14Mono","SLC24A4"
"PGD",0,7.90726849421435,0.733,0.075,0,"X1_CD14Mono","PGD"
"BCL6",0,7.85720453008165,0.521,0.067,0,"X1_CD14Mono","BCL6"
"CDC42EP3",0,7.82110246468916,0.801,0.211,0,"X1_CD14Mono","CDC42EP3"
"CLEC12A",0,7.80198436873592,0.935,0.081,0,"X1_CD14Mono","CLEC12A"
"RAB11FIP1",0,7.51189601541499,0.83,0.164,0,"X1_CD14Mono","RAB11FIP1"
"GCA",0,7.49441553361009,0.766,0.109,0,"X1_CD14Mono","GCA"
"ANPEP",0,7.48335964224199,0.578,0.039,0,"X1_CD14Mono","ANPEP"
"LILRB3",0,7.45877541848755,0.802,0.064,0,"X1_CD14Mono","LILRB3"
"NOTCH2",0,7.44751106628931,0.709,0.112,0,"X1_CD14Mono","NOTCH2"
"CDA",0,7.42092928760556,0.633,0.036,0,"X1_CD14Mono","CDA"
"LRP1",0,7.25099827239473,0.782,0.066,0,"X1_CD14Mono","LRP1"
"NUP214",0,7.19030825808405,0.789,0.122,0,"X1_CD14Mono","NUP214"
"RAB31",0,7.18139344675494,0.801,0.072,0,"X1_CD14Mono","RAB31"
"KCNE3",0,7.09919813016039,0.66,0.052,0,"X1_CD14Mono","KCNE3"
"VMP1",0,7.0258977151472,0.944,0.234,0,"X1_CD14Mono","VMP1"
"SYK",0,6.93608462999527,0.775,0.12,0,"X1_CD14Mono","SYK"
"APOBR",0,6.93516386588518,0.641,0.095,0,"X1_CD14Mono","APOBR"
"SLC16A3",0,6.93004322098974,0.621,0.092,0,"X1_CD14Mono","SLC16A3"
"RAB3D",0,6.78360255716319,0.619,0.054,0,"X1_CD14Mono","RAB3D"
"FPR1",0,6.70888347586009,0.802,0.046,0,"X1_CD14Mono","FPR1"
"TREM1",0,6.42001336253536,0.415,0.021,0,"X1_CD14Mono","TREM1"
"FBXL5",0,6.38582003356619,0.793,0.155,0,"X1_CD14Mono","FBXL5"
"CCR1",0,6.34783264789693,0.588,0.052,0,"X1_CD14Mono","CCR1"
"C5AR1",0,6.31828404613793,0.622,0.055,0,"X1_CD14Mono","C5AR1"
"ASGR1",0,6.31053403741401,0.664,0.046,0,"X1_CD14Mono","ASGR1"
"PADI4",0,6.24404834451384,0.572,0.044,0,"X1_CD14Mono","PADI4"
"BST1",0,6.21456250847676,0.711,0.042,0,"X1_CD14Mono","BST1"
"APLP2",0,6.17427745217409,0.973,0.191,0,"X1_CD14Mono","APLP2"
"RASSF2",0,6.16251123750069,0.733,0.113,0,"X1_CD14Mono","RASSF2"
"ADRBK2",0,6.1080419408774,0.622,0.105,0,"X1_CD14Mono","ADRBK2"
"TALDO1",0,6.02233993691919,0.944,0.296,0,"X1_CD14Mono","TALDO1"
"CECR1",0,5.90806121527857,0.769,0.135,0,"X1_CD14Mono","CECR1"
"KCTD12",0,5.8842466072599,0.902,0.07,0,"X1_CD14Mono","KCTD12"
"NFE2",0,5.79705798537078,0.572,0.032,0,"X1_CD14Mono","NFE2"
"AQP9",0,5.75499342869163,0.397,0.018,0,"X1_CD14Mono","AQP9"
"F5",0,5.67777438657856,0.476,0.052,0,"X1_CD14Mono","F5"
"PLXDC2",0,5.66657797585804,0.735,0.058,0,"X1_CD14Mono","PLXDC2"
"SGK1",0,5.65463388884248,0.483,0.039,0,"X1_CD14Mono","SGK1"
"DPYD",0,5.62659070241566,0.702,0.129,0,"X1_CD14Mono","DPYD"
"CD302",0,5.6187310142288,0.784,0.061,0,"X1_CD14Mono","CD302"
"CKAP4",0,5.59241588273551,0.512,0.056,0,"X1_CD14Mono","CKAP4"
"P2RY13",0,5.57762162551999,0.691,0.065,0,"X1_CD14Mono","P2RY13"
"SH3BP2",0,5.5256906330199,0.621,0.136,0,"X1_CD14Mono","SH3BP2"
"S100A6",0,5.52478232703363,0.994,0.229,0,"X1_CD14Mono","S100A6"
"MGST1",0,5.5090874331647,0.564,0.031,0,"X1_CD14Mono","MGST1"
"SLC43A2",0,5.48896097500331,0.663,0.075,0,"X1_CD14Mono","SLC43A2"
"PICALM",0,5.44159352126453,0.668,0.138,0,"X1_CD14Mono","PICALM"
